1,20
2,11
3,10
4,10
5,12
6,16
7,8
8,4
9,3
10,3
11,2
12,4
13,5
14,4
15,6
16,9
17,12
18,14
19,12
20,11
21,8
22,7
23,6
24,11
25,21
26,29
27,37
28,38
29,41
30,39
31,37
32,33
33,35
34,31
35,26
36,25
37,18
38,19
39,14
40,12
41,7
42,6
43,4
44,7
45,10
46,10
47,11
48,12
49,9
50,9
51,11
52,10
53,9
54,9
55,6
56,6
57,4
58,5
59,5
60,3
61,2
62,1
63,1
64,2
65,2
66,2
67,7
68,9
69,16
70,16
71,18
72,16
73,11
74,7
75,8
76,6
77,8
78,8
79,9
80,14
81,12
82,9
83,10
84,25
85,38
86,39
87,42
88,42
89,32
90,26
91,19
92,18
93,14
94,13
95,17
96,17
97,14
98,13
99,18
100,23
101,21
102,13
103,10
104,10
105,8
106,10
107,8
108,8
109,9
110,3
111,2
112,6
113,7
114,3
115,3
116,5
117,6
118,4
119,4
120,4
121,3
122,3
123,3
124,4
125,4
126,4
127,2
128,2
129,4
130,3
131,2
132,3
133,3
134,8
135,7
136,4
137,4
138,4
139,2
140,2
141,8
142,10
143,7
144,7
145,6
146,7
147,8
148,7
149,5
150,15
151,23
152,31
153,33
154,34
155,29
156,42
157,46
158,46
159,46
160,46
161,46
162,44
163,46
164,46
165,46
166,46
167,46
168,46
169,46
170,46
171,45
172,46
173,46
174,46
175,46
176,46
177,46
178,46
179,46
180,46
181,46
182,46
183,46
184,45
185,45
186,46
187,46
188,46
189,46
190,46
191,46
192,46
193,45
194,46
195,46
196,45
197,46
198,46
199,45
200,46
201,46
202,46
203,46
204,46
205,46
206,46
207,46
208,46
209,46
210,46
211,46
212,46
213,46
214,46
215,46
216,46
217,46
218,46
219,46
220,46
221,46
222,45
223,46
224,45
225,45
226,46
227,46
228,45
229,46
230,46
231,46
232,44
233,46
234,46
235,46
236,45
237,46
238,46
239,46
240,46
241,45
242,46
243,44
244,45
245,46
246,46
247,46
248,42
249,45
250,44
251,46
252,46
253,46
254,43
255,44
256,44
257,44
258,44
259,44
260,44
261,44
262,44
263,44
264,46
265,46
266,45
267,46
268,46
269,46
270,42
271,42
272,39
273,40
274,43
275,43
276,43
277,43
278,43
279,43
280,45
281,45
282,44
283,46
284,46
285,45
286,46
287,46
288,46
289,46
290,46
291,45
292,46
293,46
294,46
295,46
296,46
297,46
298,45
299,46
300,46
301,46
302,45
303,45
304,41
305,39
306,37
307,36
308,28
309,19
310,15
311,10
312,6
313,7
314,5
315,3
316,4
317,5
318,6
319,6
320,4
321,2
322,3
323,3
324,4
325,3
326,1
327,1
328,20
329,27
330,27
331,27
332,27
333,26
334,4
335,3
336,2
337,2
338,1
339,1
340,1
341,2
342,5
343,5
344,4
345,3
346,2
347,1
348,1
349,1
350,1
351,2
352,3
353,2
354,1
355,1
356,1
357,1
358,1
359,1
360,4
361,4
362,2
363,2
364,5
365,4
366,5
367,12
368,19
369,20
370,18
371,12
372,5
373,1
374,1
375,1
376,1
377,1
378,2
379,1
380,3
381,3
382,3
383,3
384,6
385,7
386,4
387,4
388,4
389,5
390,5
391,5
392,6
393,6
394,7
395,6
396,7
397,5
398,4
399,4
400,2
401,2
402,1
403,1
404,1
405,1
406,5
407,4
408,3
409,3
410,4
411,3
412,3
413,4
414,5
415,5
416,7
417,4
418,4
419,6
420,5
421,4
422,1
423,2
424,2
425,2
426,2
427,2
428,3
429,2
430,8
431,9
432,9
433,4
434,5
435,5
436,2
437,2
438,3
439,4
440,14
441,21
442,25
443,26
444,26
445,22
446,10
447,6
448,4
449,5
450,3
451,6
452,5
453,3
454,3
455,1
456,1
457,2
458,3
459,4
460,4
461,4
462,5
463,7
464,7
465,9
466,23
467,41
468,41
469,40
470,39
471,39
472,37
473,37
474,36
475,37
476,35
477,22
478,45
479,45
480,46
481,46
482,46
483,46
484,46
485,46
486,46
487,46
488,46
489,45
490,46
491,46
492,46
493,46
494,46
495,46
496,46
497,46
498,45
499,46
500,41
501,46
502,46
503,46
504,46
505,46
506,45
507,46
508,46
509,46
510,44
511,46
512,45
513,45
514,46
515,46
516,45
517,45
518,46
519,46
520,44
521,46
522,46
523,46
524,45
525,46
526,45
527,46
528,46
529,46
530,46
531,46
532,46
533,46
534,46
535,46
536,46
537,46
538,45
539,46
540,45
541,46
542,46
543,46
544,46
545,46
546,45
547,46
548,45
549,44
550,46
551,46
552,44
553,46
554,45
555,46
556,46
557,45
558,44
559,46
560,46
561,46
562,46
563,46
564,46
565,45
566,46
567,46
568,46
569,46
570,46
571,46
572,46
573,45
574,46
575,45
576,46
577,45
578,46
579,46
580,46
581,46
582,46
583,46
584,45
585,46
586,45
587,46
588,46
589,46
590,45
591,45
592,46
593,46
594,46
595,45
596,43
597,46
598,46
599,46
600,46
601,45
602,45
603,46
604,45
605,43
606,40
607,35
608,27
609,19
610,16
611,13
612,13
613,19
614,17
615,20
616,24
617,26
618,20
619,18
620,19
621,15
622,15
623,12
624,12
625,14
626,10
627,7
628,5
629,5
630,4
631,4
632,3
633,4
634,5
635,11
636,14
637,18
638,24
639,31
640,37
641,37
642,31
643,26
644,25
645,21
646,18
647,11
648,10
649,8
650,11
651,15
652,25
653,25
654,28
655,34
656,34
657,29
658,26
659,27
660,29
661,33
662,34
663,35
664,38
665,37
666,35
667,34
668,30
669,27
670,23
671,18
672,17
673,19
674,17
675,17
676,20
677,23
678,28
679,24
680,23
681,26
682,24
683,25
684,26
685,25
686,29
687,24
688,20
689,22
690,21
691,25
692,25
693,26
694,26
695,20
696,16
697,14
698,12
699,11
700,4
701,5
702,5
703,6
704,9
705,8
706,8
707,9
708,11
709,8
710,6
711,8
712,8
713,6
714,7
715,8
716,10
717,15
718,9
719,11
720,15
721,14
722,11
723,12
724,7
725,8
726,8
727,10
728,12
729,12
730,10
731,8
732,7
733,10
734,9
735,8
736,5
737,9
738,11
739,10
740,6
741,6
742,8
743,8
744,10
745,7
746,6
747,7
748,8
749,9
750,16
751,15
752,14
753,9
754,8
755,6
756,9
757,13
758,14
759,15
760,18
761,18
762,38
763,38
764,35
765,43
766,40
767,28
768,40
769,39
770,36
771,45
772,45
773,42
774,42
775,44
776,44
777,44
778,44
779,45
780,45
781,45
782,45
783,44
784,44
785,45
786,43
787,44
788,45
789,45
790,45
791,44
792,44
793,45
794,44
795,45
796,45
797,45
798,45
799,43
800,45
801,45
802,45
803,44
804,44
805,44
806,45
807,45
808,44
809,44
810,45
811,45
812,44
813,45
814,45
815,45
816,45
817,43
818,43
819,45
820,44
821,44
822,45
823,45
824,44
825,45
826,45
827,45
828,45
829,45
830,45
831,44
832,45
833,44
834,45
835,45
836,44
837,45
838,45
839,45
840,45
841,45
842,45
843,44
844,43
845,45
846,45
847,45
848,45
849,45
850,43
851,45
852,44
853,45
854,43
855,45
856,45
857,44
858,44
859,45
860,45
861,45
862,45
863,42
864,45
865,44
866,45
867,45
868,45
869,45
870,45
871,45
872,43
873,45
874,44
875,44
876,45
877,45
878,45
879,45
880,43
881,44
882,44
883,44
884,44
885,45
886,44
887,45
888,44
889,43
890,44
891,44
892,44
893,45
894,45
895,45
896,45
897,45
898,45
899,45
900,43
901,45
902,45
903,45
904,45
