1,0
2,0
3,1
4,3
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,1
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,1
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,1
80,1
81,0
82,0
83,1
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,1
99,0
100,0
101,0
102,0
103,0
104,1
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,1
126,0
127,1
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,1
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,2
158,39
159,48
160,56
161,55
162,54
163,59
164,63
165,70
166,84
167,87
168,91
169,92
170,101
171,111
172,202
173,202
174,206
175,231
176,235
177,235
178,237
179,244
180,263
181,268
182,273
183,276
184,282
185,281
186,281
187,288
188,298
189,296
190,313
191,310
192,311
193,325
194,334
195,336
196,338
197,342
198,344
199,347
200,354
201,354
202,362
203,376
204,376
205,377
206,391
207,395
208,407
209,418
210,418
211,417
212,427
213,425
214,428
215,443
216,444
217,447
218,450
219,448
220,457
221,468
222,468
223,466
224,465
225,465
226,475
227,469
228,465
229,463
230,462
231,464
232,464
233,460
234,459
235,460
236,460
237,468
238,467
239,461
240,459
241,459
242,447
243,452
244,446
245,443
246,444
247,440
248,435
249,430
250,424
251,419
252,413
253,413
254,402
255,394
256,395
257,388
258,385
259,392
260,400
261,394
262,390
263,382
264,377
265,371
266,365
267,361
268,356
269,353
270,350
271,350
272,340
273,337
274,329
275,327
276,324
277,313
278,313
279,308
280,306
281,306
